articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-02-23 20:00:00,2026-02-23,20,0
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-02-23 20:00:00,2026-02-23,20,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-23 20:00:00,2026-02-23,20,0
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-02-23 20:00:00,2026-02-23,20,0
Wiener im Glas 390g,1.0,5.14,0.36,5.5,2026-02-23 22:00:00,2026-02-23,22,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-23 22:00:00,2026-02-23,22,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-02-23 22:00:00,2026-02-23,22,0
Duschdas Shower For Men,1.0,3.32,0.63,3.95,2026-02-24 08:00:00,2026-02-24,8,1
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-02-24 09:00:00,2026-02-24,9,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-02-24 09:00:00,2026-02-24,9,1
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-02-24 09:00:00,2026-02-24,9,1
"Monster Energy 0,5l",3.0,5.55,1.05,6.6,2026-02-24 09:00:00,2026-02-24,9,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-02-24 10:00:00,2026-02-24,10,1
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-02-24 10:00:00,2026-02-24,10,1
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-02-24 11:00:00,2026-02-24,11,1
Mars Ice Cream Eisriegel,1.0,2.33,0.17,2.5,2026-02-24 11:00:00,2026-02-24,11,1
Fe Yogurette,1.0,2.34,0.16,2.5,2026-02-24 11:00:00,2026-02-24,11,1
Shot Himbeere Ingwer 60ml,1.0,1.84,0.36,2.2,2026-02-24 11:00:00,2026-02-24,11,1
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-02-24 11:00:00,2026-02-24,11,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-24 11:00:00,2026-02-24,11,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-02-24 11:00:00,2026-02-24,11,1
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-02-24 11:00:00,2026-02-24,11,1
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-02-24 11:00:00,2026-02-24,11,1
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-02-24 11:00:00,2026-02-24,11,1
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-02-24 13:00:00,2026-02-24,13,1
Manner Neapolitaner Schnitten 75g,2.0,1.86,0.14,2.0,2026-02-24 15:00:00,2026-02-24,15,1
Mentos Gum Pure Frost,1.0,3.28,0.22,3.5,2026-02-24 15:00:00,2026-02-24,15,1
Haribo Color Rado 100g,1.0,0.93,0.07,1.0,2026-02-24 15:00:00,2026-02-24,15,1
Koro Protein Bar Butter Cups,1.0,2.34,0.16,2.5,2026-02-24 15:00:00,2026-02-24,15,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-24 15:00:00,2026-02-24,15,1
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-02-24 15:00:00,2026-02-24,15,1
Mionetto Treviso Prosecco Frizzante,1.0,6.64,1.26,7.9,2026-02-24 16:00:00,2026-02-24,16,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-24 16:00:00,2026-02-24,16,1
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-02-24 16:00:00,2026-02-24,16,1
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-02-24 17:00:00,2026-02-24,17,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-24 17:00:00,2026-02-24,17,1
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-02-24 17:00:00,2026-02-24,17,1
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-02-24 18:00:00,2026-02-24,18,1
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-02-24 22:00:00,2026-02-24,22,1
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-02-24 22:00:00,2026-02-24,22,1
"Moretti Beer 0,33L",2.0,3.36,0.64,4.0,2026-02-24 22:00:00,2026-02-24,22,1
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-02-25 10:00:00,2026-02-25,10,2
Haribo Color Rado 100g,1.0,0.93,0.07,1.0,2026-02-25 10:00:00,2026-02-25,10,2
HOMEMADE BUN Salami,1.0,2.35,0.15,2.5,2026-02-25 10:00:00,2026-02-25,10,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-02-25 10:00:00,2026-02-25,10,2
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-02-25 12:00:00,2026-02-25,12,2
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-02-25 12:00:00,2026-02-25,12,2
Soft Protein Riegel Salted Peanut Carame,1.0,2.99,0.21,3.2,2026-02-25 12:00:00,2026-02-25,12,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-25 12:00:00,2026-02-25,12,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-02-25 12:00:00,2026-02-25,12,2
Kinderriegel,1.0,0.47,0.03,0.5,2026-02-25 13:00:00,2026-02-25,13,2
GIANT Flapjack Raspberry,2.0,2.24,0.16,2.4,2026-02-25 13:00:00,2026-02-25,13,2
Bio poppy & vanilla fairness 45g,2.0,2.24,0.16,2.4,2026-02-25 13:00:00,2026-02-25,13,2
"Bio hazel nougat fairness 37,5g",1.0,1.01,0.19,1.2,2026-02-25 13:00:00,2026-02-25,13,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-25 13:00:00,2026-02-25,13,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-25 13:00:00,2026-02-25,13,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-02-25 13:00:00,2026-02-25,13,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-02-25 13:00:00,2026-02-25,13,2
BIO Hafer Drink Moccaccino 12 x 235ml Oa,1.0,1.89,0.36,2.25,2026-02-25 14:00:00,2026-02-25,14,2
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-02-25 15:00:00,2026-02-25,15,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-25 15:00:00,2026-02-25,15,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-25 15:00:00,2026-02-25,15,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-02-25 15:00:00,2026-02-25,15,2
Untou Bio Matcha Zitrone,1.0,1.34,0.26,1.6,2026-02-25 15:00:00,2026-02-25,15,2
Croissant Schnecke,1.0,1.68,0.12,1.8,2026-02-25 16:00:00,2026-02-25,16,2
Shot Ginger Apple 60ml,2.0,3.7,0.7,4.4,2026-02-25 16:00:00,2026-02-25,16,2
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-02-25 18:00:00,2026-02-25,18,2
La Magnum Almond,1.0,2.53,0.17,2.7,2026-02-25 18:00:00,2026-02-25,18,2
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-02-25 18:00:00,2026-02-25,18,2
GO FRESH Wrap Chicken Chi,1.0,3.55,0.25,3.8,2026-02-25 18:00:00,2026-02-25,18,2
GO FRESH Sandw Pute Ei,1.0,3.55,0.25,3.8,2026-02-25 18:00:00,2026-02-25,18,2
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-02-25 18:00:00,2026-02-25,18,2
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-02-25 18:00:00,2026-02-25,18,2
Mionetto Treviso Prosecco Frizzante,1.0,6.64,1.26,7.9,2026-02-25 18:00:00,2026-02-25,18,2
"Bio creamy cocos fairness 37,5g",4.0,4.48,0.32,4.8,2026-02-25 18:00:00,2026-02-25,18,2
"Leergut 0,08 EUR",5.0,0.33,0.07,0.4,2026-02-25 18:00:00,2026-02-25,18,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-25 18:00:00,2026-02-25,18,2
"Red Bull Sugar Free 0,25",1.0,1.07,0.2,1.27,2026-02-25 18:00:00,2026-02-25,18,2
Welde Slow,2.0,2.86,0.54,3.4,2026-02-25 18:00:00,2026-02-25,18,2
Welde Alkoholfrei,2.0,2.86,0.54,3.4,2026-02-25 18:00:00,2026-02-25,18,2
"Moretti Beer 0,33L",1.0,1.68,0.32,2.0,2026-02-25 18:00:00,2026-02-25,18,2
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-02-25 20:00:00,2026-02-25,20,2
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-02-26 09:00:00,2026-02-26,9,3
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-02-26 09:00:00,2026-02-26,9,3
"Red Bull Sugar Free 0,25",2.0,2.14,0.4,2.54,2026-02-26 09:00:00,2026-02-26,9,3
DPG Vitamin Well Reload,1.0,1.63,0.32,1.95,2026-02-26 09:00:00,2026-02-26,9,3
Welde Slow,1.0,1.43,0.27,1.7,2026-02-26 09:00:00,2026-02-26,9,3
Knoppers,1.0,0.47,0.03,0.5,2026-02-26 10:00:00,2026-02-26,10,3
Duplo,1.0,0.47,0.03,0.5,2026-02-26 10:00:00,2026-02-26,10,3
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-02-26 10:00:00,2026-02-26,10,3
Coffee Cup Small,1.0,1.26,0.24,1.5,2026-02-26 10:00:00,2026-02-26,10,3
Coffee Cup Big1,2.0,3.36,0.64,4.0,2026-02-26 10:00:00,2026-02-26,10,3
Heitlinger Pinot Bois,1.0,9.67,1.83,11.5,2026-02-26 10:00:00,2026-02-26,10,3
"Leergut 0,15 EUR",6.0,0.75,0.15,0.9,2026-02-26 10:00:00,2026-02-26,10,3
Teinacher Heidelbeer Eistee,1.0,1.34,0.26,1.6,2026-02-26 10:00:00,2026-02-26,10,3
Teinacher Mango Maracuja,1.0,1.35,0.25,1.6,2026-02-26 10:00:00,2026-02-26,10,3
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-02-26 10:00:00,2026-02-26,10,3
Teinacher Apfelschorle,1.0,1.34,0.26,1.6,2026-02-26 10:00:00,2026-02-26,10,3
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-02-26 10:00:00,2026-02-26,10,3
Graci Laboratories Funtional Meal Cousco,1.0,1.68,0.12,1.8,2026-02-26 11:00:00,2026-02-26,11,3
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-02-26 12:00:00,2026-02-26,12,3
"Bio hazel nougat fairness 37,5g",1.0,1.01,0.19,1.2,2026-02-26 12:00:00,2026-02-26,12,3
Shot Himbeere Ingwer 60ml,2.0,3.7,0.7,4.4,2026-02-26 13:00:00,2026-02-26,13,3
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-02-26 13:00:00,2026-02-26,13,3
Starbucks Caramel Macchiato,1.0,2.76,0.19,2.95,2026-02-26 14:00:00,2026-02-26,14,3
Koro Protein Bar Schoko Brownie,2.0,4.68,0.32,5.0,2026-02-26 14:00:00,2026-02-26,14,3
Manner Neapolitaner Schnitten 75g,1.0,0.93,0.07,1.0,2026-02-26 15:00:00,2026-02-26,15,3
BiFi Carazza,1.0,1.22,0.08,1.3,2026-02-26 15:00:00,2026-02-26,15,3
Hansaplast Sensitive,1.0,2.94,0.56,3.5,2026-02-26 15:00:00,2026-02-26,15,3
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-26 15:00:00,2026-02-26,15,3
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-02-26 15:00:00,2026-02-26,15,3
Mars Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-02-26 16:00:00,2026-02-26,16,3
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-02-26 16:00:00,2026-02-26,16,3
Cashews gerös,1.0,2.06,0.14,2.2,2026-02-26 16:00:00,2026-02-26,16,3
La Magnum Almond,1.0,2.52,0.18,2.7,2026-02-26 16:00:00,2026-02-26,16,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-26 16:00:00,2026-02-26,16,3
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-02-26 16:00:00,2026-02-26,16,3
HOMEMADE BUN Cheese,2.0,3.56,0.24,3.8,2026-02-26 21:00:00,2026-02-26,21,3
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-02-27 13:00:00,2026-02-27,13,4
Kinderriegel,2.0,0.93,0.07,1.0,2026-02-27 13:00:00,2026-02-27,13,4
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-02-27 13:00:00,2026-02-27,13,4
Bio poppy & vanilla fairness 45g,2.0,2.25,0.15,2.4,2026-02-27 13:00:00,2026-02-27,13,4
"Bio hazel nougat fairness 37,5g",2.0,2.02,0.38,2.4,2026-02-27 13:00:00,2026-02-27,13,4
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-02-27 13:00:00,2026-02-27,13,4
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-02-27 13:00:00,2026-02-27,13,4
ARAMARK BIO Pfeffer schwarz 40g Mühle,1.0,2.34,0.16,2.5,2026-02-27 14:00:00,2026-02-27,14,4
Pistazien ger,1.0,2.33,0.17,2.5,2026-02-27 14:00:00,2026-02-27,14,4
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-02-27 15:00:00,2026-02-27,15,4
Disposable barbecue,1.0,2.08,0.39,2.47,2026-02-27 16:00:00,2026-02-27,16,4
Starbucks Cappuccino,1.0,2.76,0.19,2.95,2026-02-27 16:00:00,2026-02-27,16,4
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-02-27 21:00:00,2026-02-27,21,4
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-02-27 21:00:00,2026-02-27,21,4
"Yayla Ayran Tetra 0,25L",1.0,1.01,0.19,1.2,2026-02-27 21:00:00,2026-02-27,21,4
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-02-28 11:00:00,2026-02-28,11,5
"Coca Cola 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-02-28 11:00:00,2026-02-28,11,5
BLACK FOREST ICE CREAM Schwarzw. Kirsch,1.0,2.33,0.17,2.5,2026-03-01 14:00:00,2026-03-01,14,6
BF ICE CREAM Weiße Schokolade & Waldbeer,1.0,2.34,0.16,2.5,2026-03-01 14:00:00,2026-03-01,14,6
Hofeis Mango 130ml,2.0,4.67,0.33,5.0,2026-03-01 17:00:00,2026-03-01,17,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-01 17:00:00,2026-03-01,17,6
Untou Bio Matcha Lime,1.0,1.34,0.26,1.6,2026-03-01 17:00:00,2026-03-01,17,6
Bio H Milch 1l Nature,1.0,2.1,0.15,2.25,2026-03-01 19:00:00,2026-03-01,19,6
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-03-01 21:00:00,2026-03-01,21,6
Barebells Soft Protein Coco Choco 55g,1.0,3.09,0.21,3.3,2026-03-01 21:00:00,2026-03-01,21,6
Oreo Classic,1.0,2.71,0.19,2.9,2026-03-01 21:00:00,2026-03-01,21,6
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-03-02 13:00:00,2026-03-02,13,0
Mentos Gum Pure Frost,1.0,3.27,0.23,3.5,2026-03-02 14:00:00,2026-03-02,14,0
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-03-02 14:00:00,2026-03-02,14,0
Starbucks Caffé Latte,1.0,2.76,0.19,2.95,2026-03-02 14:00:00,2026-03-02,14,0
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-03-02 15:00:00,2026-03-02,15,0
BF ICE CREAM Weiße Schokolade & Waldbeer,1.0,2.34,0.16,2.5,2026-03-02 15:00:00,2026-03-02,15,0
La Magnum Almond,1.0,2.52,0.18,2.7,2026-03-02 15:00:00,2026-03-02,15,0
Protein Bar Caramell Toffee,1.0,0.93,0.07,1.0,2026-03-02 16:00:00,2026-03-02,16,0
Chili & Lime Chili & Lima24 Beutel á 4,2.0,2.24,0.16,2.4,2026-03-02 16:00:00,2026-03-02,16,0
M&M Peanut,1.0,0.93,0.07,1.0,2026-03-02 16:00:00,2026-03-02,16,0
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-03-02 16:00:00,2026-03-02,16,0
La Magnum Almond,1.0,2.52,0.18,2.7,2026-03-02 16:00:00,2026-03-02,16,0
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-03-02 16:00:00,2026-03-02,16,0
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-03-02 16:00:00,2026-03-02,16,0
HANDL Veggie Almjäger,1.0,2.61,0.18,2.79,2026-03-02 16:00:00,2026-03-02,16,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-03-02 16:00:00,2026-03-02,16,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-02 16:00:00,2026-03-02,16,0
"Red Bull Sugar Free 0,25",1.0,1.07,0.2,1.27,2026-03-02 16:00:00,2026-03-02,16,0
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-03-02 16:00:00,2026-03-02,16,0
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-03-02 18:00:00,2026-03-02,18,0
Koro Protein Bar Butter Cups,1.0,2.34,0.16,2.5,2026-03-02 18:00:00,2026-03-02,18,0
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-03-02 19:00:00,2026-03-02,19,0
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-03-02 19:00:00,2026-03-02,19,0
Jagdwurst 200g Dose,1.0,3.64,0.26,3.9,2026-03-02 20:00:00,2026-03-02,20,0
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-03-02 21:00:00,2026-03-02,21,0
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-03-02 21:00:00,2026-03-02,21,0
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-03-02 21:00:00,2026-03-02,21,0
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-03-03 11:00:00,2026-03-03,11,1
HOMEMADE BUN HAM,1.0,2.33,0.17,2.5,2026-03-03 11:00:00,2026-03-03,11,1
Airwaves Menth & Eucalypt,1.0,0.93,0.07,1.0,2026-03-03 13:00:00,2026-03-03,13,1
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-03-03 13:00:00,2026-03-03,13,1
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-03-03 13:00:00,2026-03-03,13,1
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-03-03 13:00:00,2026-03-03,13,1
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-03-03 13:00:00,2026-03-03,13,1
Red Bull Green Edition,1.0,1.07,0.2,1.27,2026-03-03 13:00:00,2026-03-03,13,1
Red Bull Zero,2.0,2.13,0.41,2.54,2026-03-03 13:00:00,2026-03-03,13,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-03 14:00:00,2026-03-03,14,1
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-03-03 14:00:00,2026-03-03,14,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-03-03 15:00:00,2026-03-03,15,1
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-03-03 15:00:00,2026-03-03,15,1
Knoppers,1.0,0.47,0.03,0.5,2026-03-03 16:00:00,2026-03-03,16,1
Duplo,1.0,0.46,0.04,0.5,2026-03-03 16:00:00,2026-03-03,16,1
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-03-03 16:00:00,2026-03-03,16,1
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-03-03 16:00:00,2026-03-03,16,1
Cashews gerös,1.0,2.06,0.14,2.2,2026-03-03 17:00:00,2026-03-03,17,1
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-03-03 17:00:00,2026-03-03,17,1
Haribo Color Rado 100g,1.0,0.93,0.07,1.0,2026-03-03 17:00:00,2026-03-03,17,1
Saltletts Sticks 75g,1.0,0.65,0.05,0.7,2026-03-03 17:00:00,2026-03-03,17,1
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-03-03 17:00:00,2026-03-03,17,1
Koro Protein Bar Butter Cups,1.0,2.34,0.16,2.5,2026-03-03 17:00:00,2026-03-03,17,1
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-03-03 18:00:00,2026-03-03,18,1
Nissin Cup Noodles Chicke,2.0,4.86,0.34,5.2,2026-03-03 18:00:00,2026-03-03,18,1
Pringles Original,1.0,1.31,0.09,1.4,2026-03-03 18:00:00,2026-03-03,18,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-03-03 18:00:00,2026-03-03,18,1
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-03-03 18:00:00,2026-03-03,18,1
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-03-03 18:00:00,2026-03-03,18,1
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-03-03 18:00:00,2026-03-03,18,1
LARQ TWIST BOTTLE  Obsidian Black 740ml,1.0,41.12,2.88,44.0,2026-03-03 18:00:00,2026-03-03,18,1
Beef Jerky Sweet & Hot,1.0,2.34,0.16,2.5,2026-03-03 19:00:00,2026-03-03,19,1
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-03-03 19:00:00,2026-03-03,19,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-03-03 19:00:00,2026-03-03,19,1
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-03-03 19:00:00,2026-03-03,19,1
HANDL Veggie Almjäger,1.0,2.61,0.18,2.79,2026-03-03 19:00:00,2026-03-03,19,1
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-03-03 19:00:00,2026-03-03,19,1
Teinacher still 0.7,1.0,1.01,0.19,1.2,2026-03-03 19:00:00,2026-03-03,19,1
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-03-03 19:00:00,2026-03-03,19,1
"Leergut 0,08 EUR",5.0,0.34,0.06,0.4,2026-03-03 21:00:00,2026-03-03,21,1
Welde Alkoholfrei,5.0,7.14,1.36,8.5,2026-03-03 21:00:00,2026-03-03,21,1
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-03-04 00:00:00,2026-03-04,0,2
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-03-04 00:00:00,2026-03-04,0,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-03-04 09:00:00,2026-03-04,9,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-03-04 13:00:00,2026-03-04,13,2
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-03-04 13:00:00,2026-03-04,13,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-04 13:00:00,2026-03-04,13,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-03-04 13:00:00,2026-03-04,13,2
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-03-04 13:00:00,2026-03-04,13,2
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-03-04 14:00:00,2026-03-04,14,2
La Nogger Choc,1.0,1.87,0.13,2.0,2026-03-04 14:00:00,2026-03-04,14,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-04 14:00:00,2026-03-04,14,2
"Red Bull Sugar Free 0,25",1.0,1.07,0.2,1.27,2026-03-04 14:00:00,2026-03-04,14,2
Mentos Gum Pure Frost,1.0,3.27,0.23,3.5,2026-03-04 15:00:00,2026-03-04,15,2
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-03-04 15:00:00,2026-03-04,15,2
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-03-04 15:00:00,2026-03-04,15,2
Shot Cucumber Ginger 60ml,1.0,1.85,0.35,2.2,2026-03-04 15:00:00,2026-03-04,15,2
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-03-04 15:00:00,2026-03-04,15,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-03-04 15:00:00,2026-03-04,15,2
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-03-04 15:00:00,2026-03-04,15,2
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-03-04 16:00:00,2026-03-04,16,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-03-04 16:00:00,2026-03-04,16,2
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-03-04 16:00:00,2026-03-04,16,2
Starbucks Cappuccino,2.0,5.52,0.38,5.9,2026-03-04 16:00:00,2026-03-04,16,2
ichoc Choco Cookie,1.0,3.27,0.23,3.5,2026-03-04 16:00:00,2026-03-04,16,2
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-03-04 16:00:00,2026-03-04,16,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-03-04 16:00:00,2026-03-04,16,2
"Hochwald Eiskaffee 0,25l Dose",1.0,1.31,0.09,1.4,2026-03-04 16:00:00,2026-03-04,16,2
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-03-04 16:00:00,2026-03-04,16,2
BLACK FOREST ICE CREAM Schokolade 100ml,4.0,9.35,0.65,10.0,2026-03-04 17:00:00,2026-03-04,17,2
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-03-04 19:00:00,2026-03-04,19,2
"Snack Nüsse, geröstet & gesalzen",1.0,3.5,0.25,3.75,2026-03-05 01:00:00,2026-03-05,1,3
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-03-05 01:00:00,2026-03-05,1,3
"Red Bull Sugar Free 0,25",2.0,2.13,0.41,2.54,2026-03-05 01:00:00,2026-03-05,1,3
Red Bull Zero,2.0,2.14,0.4,2.54,2026-03-05 01:00:00,2026-03-05,1,3
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-03-05 09:00:00,2026-03-05,9,3
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-03-05 11:00:00,2026-03-05,11,3
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-03-05 11:00:00,2026-03-05,11,3
La Magnum Almond,1.0,2.53,0.17,2.7,2026-03-05 13:00:00,2026-03-05,13,3
La Magnum Classic,1.0,2.52,0.18,2.7,2026-03-05 13:00:00,2026-03-05,13,3
HOMEMADE BUN VEGAN,1.0,2.33,0.17,2.5,2026-03-05 13:00:00,2026-03-05,13,3
Bellezini Focaccine Rosemary,1.0,2.34,0.16,2.5,2026-03-05 13:00:00,2026-03-05,13,3
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-03-05 13:00:00,2026-03-05,13,3
